id,magnitude,place,country,time,longitude,latitude,depth
tx2026qrxvuk,2.7,"54 km S of Whites City, New Mexico",New Mexico,2026-08-25 09:17:06 UTC,-104.302,31.692,7.3303
us6000tnbv,5.0,"31 km S of Nemuro, Japan",Japan,2026-08-25 09:07:20 UTC,145.6343,43.045,96.855
us6000tnbu,2.9,"249 km ESE of Chiniak, Alaska",Alaska,2026-08-25 08:53:00 UTC,-148.5691,56.6303,10.0
us7000tbsp,3.6,"69 km SSE of Adak, Alaska",Alaska,2026-08-25 08:08:06 UTC,-176.1562,51.3245,10.0
aka2026qumytp,2.5,"115 km WSW of Adak, Alaska",Alaska,2026-08-25 07:53:35 UTC,-178.069,51.353,7.4
us7000tc0h,2.5,"76 km S of Atka, Alaska",Alaska,2026-08-25 07:49:47 UTC,-174.0205,51.5202,7.708
aka2026qulxwz,2.6,"30 km WNW of Livengood, Alaska",Alaska,2026-08-25 07:22:36 UTC,-149.195,65.587,7.7
us6000tnbm,5.5,"108 km NE of Hengchun, Taiwan",Taiwan,2026-08-25 07:00:10 UTC,121.5709,22.6053,14.608
us6000tnbk,4.6,"218 km NNW of Manado, Indonesia",Indonesia,2026-08-25 06:48:20 UTC,124.4529,3.4176,322.862
us6000tnbh,4.2,"5 km SSE of Darreh Shahr, Iran",Iran,2026-08-25 06:19:52 UTC,47.3976,33.101,10.0
us6000tnbf,4.2,"33 km SW of Sandgerði, Iceland",Iceland,2026-08-25 05:46:08 UTC,-23.2345,63.8453,10.0
us6000tnav,4.4,"47 km SW of Sandgerði, Iceland",Iceland,2026-08-25 03:38:10 UTC,-23.419,63.7469,10.0
pr2026237000,4.13,"36 km NE of Punta Cana, Dominican Republic",Dominican Republic,2026-08-25 03:25:52 UTC,-68.1843,18.8386,90.0
us6000tnam,4.4,"48 km NNE of Savannah Bight, Honduras",Honduras,2026-08-25 03:13:28 UTC,-85.6548,16.8505,10.0
us6000tnal,4.7,"219 km NNE of Lospalos, Timor Leste",Timor Leste,2026-08-25 03:06:19 UTC,127.5589,-6.6149,10.169
pr71529733,3.14,"29 km NE of Cruz Bay, U.S. Virgin Islands",U.S. Virgin Islands,2026-08-25 02:56:45 UTC,-64.6406666666667,18.5493333333333,14.39
us6000tnai,4.7,"61 km ENE of Aras-asan, Philippines",Philippines,2026-08-25 01:59:04 UTC,126.8546,9.0329,13.458
us6000tnag,4.4,"13 km SSE of Comandău, Romania",Romania,2026-08-25 01:56:38 UTC,26.3349,45.6554,143.594
us6000tnaa,4.5,"74 km SSE of Panguna, Papua New Guinea",Papua New Guinea,2026-08-25 01:22:25 UTC,155.6413,-6.9731,109.317
us6000tna9,4.9,"4 km NNE of Jalālābād, Afghanistan",Afghanistan,2026-08-25 01:18:46 UTC,70.463,34.462,10.0
nc75424617,2.74,"17 km SSE of Shandon, CA",CA,2026-08-25 01:05:27 UTC,-120.331336975098,35.5060005187988,31.1100006103516
aka2026qtygru,2.5,"69 km SSW of Adak, Alaska",Alaska,2026-08-25 00:32:57 UTC,-177.024,51.296,29.4
us6000tn9w,4.9,"33 km NW of Ruteng, Indonesia",Indonesia,2026-08-25 00:05:24 UTC,120.2483,-8.3932,10.0
us7000tcmt,4.1,"17 km NE of Labuan Bajo, Indonesia",Indonesia,2026-08-24 23:27:14 UTC,120.006,-8.3951,10.0
us6000tn9r,4.5,"99 km SE of Ishigaki, Japan",Japan,2026-08-24 23:26:56 UTC,124.9285,23.7942,10.0
aka2026qtvqfq,3.1,"44 km SSE of Denali National Park, Alaska",Alaska,2026-08-24 23:13:59 UTC,-151.482,63.159,0.7
aka2026qtuxwd,3.0,"28 km ENE of Chignik, Alaska",Alaska,2026-08-24 22:52:46 UTC,-157.999,56.41,86.1
us6000tn9b,2.7,"11 km SE of San Mateo, New Mexico",New Mexico,2026-08-24 22:51:23 UTC,-107.551,35.2636,7.616
us7000tcmq,4.3,"10 km SW of Tomakomai, Japan",Japan,2026-08-24 22:05:02 UTC,141.514,42.5717,131.984
us6000tn9a,4.0,"24 km ESE of Orcopampa, Peru",Peru,2026-08-24 21:55:02 UTC,-72.1166,-15.32,122.232
us7000tcmp,4.6,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,2026-08-24 21:21:35 UTC,-15.4052,-44.566,10.0
us6000tn8w,4.6,"176 km ESE of Kimbe, Papua New Guinea",Papua New Guinea,2026-08-24 21:02:15 UTC,151.5046,-6.3704,10.0
aka2026qtqaig,2.6,"Rat Islands, Aleutian Islands, Alaska",Alaska,2026-08-24 20:25:43 UTC,178.332,51.441,51.0
aka2026qtpptp,3.9,"58 km SSE of Kokhanok, Alaska",Alaska,2026-08-24 20:13:35 UTC,-154.314,58.966,125.5
us7000tbwq,2.9,"233 km ESE of Attu Station, Alaska",Alaska,2026-08-24 19:41:10 UTC,176.328,52.008,10.0
aka2026qtoknv,2.5,"74 km SSE of Unalaska, Alaska",Alaska,2026-08-24 19:37:25 UTC,-166.291,53.222,29.3
us6000tn80,5.0,"209 km NNE of Lospalos, Timor Leste",Timor Leste,2026-08-24 19:00:03 UTC,127.5019,-6.6912,9.947
us6000tn7y,4.4,"35 km SSW of Sipí, Colombia",Colombia,2026-08-24 18:55:28 UTC,-76.7599,4.3503,73.956
aka2026qtmvkv,2.5,"37 km W of Cohoe, Alaska",Alaska,2026-08-24 18:50:04 UTC,-151.98,60.407,90.5
us7000tbwh,2.7,"113 km S of Sand Point, Alaska",Alaska,2026-08-24 18:10:25 UTC,-160.2135,54.3342,35.0
us6000tn7i,4.5,"99 km ENE of Noda, Japan",Japan,2026-08-24 18:07:01 UTC,142.9057,40.4314,35.0
pr71529668,2.92,"56 km NW of San Antonio, Puerto Rico",Puerto Rico,2026-08-24 17:16:39 UTC,-67.5286666666667,18.7896666666667,8.85
us7000tbwf,3.2,"227 km ESE of Attu Station, Alaska",Alaska,2026-08-24 17:01:24 UTC,176.2706,52.0433,10.0
us7000tbwe,3.1,"232 km ESE of Attu Station, Alaska",Alaska,2026-08-24 16:44:02 UTC,176.2786,51.9655,10.0
us6000tn6z,4.7,"Pagan region, Northern Mariana Islands",Northern Mariana Islands,2026-08-24 16:25:23 UTC,145.6811,18.6678,204.668
us6000tn4t,2.6,"11 km ENE of Pleasant Hill, Louisiana",Louisiana,2026-08-24 15:58:24 UTC,-93.3902,31.8417,7.364
aka2026qtgozp,2.6,"7 km SW of Skwentna, Alaska",Alaska,2026-08-24 15:42:57 UTC,-151.479,61.934,85.7
us6000tn4p,4.9,"90 km SE of Taira, Japan",Japan,2026-08-24 15:27:31 UTC,128.7039,25.9821,10.0
us6000tn4m,4.8,"90 km N of Ruteng, Indonesia",Indonesia,2026-08-24 15:12:14 UTC,120.4309,-7.793,10.0
us6000tn41,6.0,"215 km NNE of Lospalos, Timor Leste",Timor Leste,2026-08-24 14:10:17 UTC,127.4598,-6.6264,10.0
nc75424162,2.85,"19 km SW of Toms Place, CA",CA,2026-08-24 13:23:10 UTC,-118.833335876465,37.4463348388672,2.05999994277954
us6000tn3t,5.0,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,2026-08-24 12:29:31 UTC,-13.8368,-17.7036,10.0
aka2026qszhpu,3.6,"233 km ESE of Attu Station, Alaska",Alaska,2026-08-24 12:04:21 UTC,176.292,51.953,17.9
pr71529618,2.98,"38 km NW of San Antonio, Puerto Rico",Puerto Rico,2026-08-24 12:00:33 UTC,-67.3421666666667,18.7565,11.07
aka2026qsyeyt,2.5,"21 km N of Pilot Point, Alaska",Alaska,2026-08-24 11:31:17 UTC,-157.578,57.753,189.2
aka2026qsxzcf,2.7,"86 km SE of Ugashik, Alaska",Alaska,2026-08-24 11:24:31 UTC,-156.219,57.067,1.2
aka2026qsxtmb,3.0,"230 km ESE of Attu Station, Alaska",Alaska,2026-08-24 11:17:56 UTC,176.354,52.094,8.0
aka2026qsxksj,2.6,"95 km ENE of Ouzinkie, Alaska",Alaska,2026-08-24 11:08:00 UTC,-151.147,58.389,0.8
tx2026qqfrzq,3.1,"50 km SSW of Whites City, New Mexico",New Mexico,2026-08-24 11:05:33 UTC,-104.541,31.739,6.0486
us6000tn37,4.9,"218 km ENE of Neiafu, Tonga",Tonga,2026-08-24 10:19:43 UTC,-171.9977,-18.1013,10.0
us6000tn33,5.5,"207 km SSE of Amahai, Indonesia",Indonesia,2026-08-24 10:02:58 UTC,129.6871,-5.0525,10.0
nc75424082,2.78,"19 km SW of Toms Place, CA",CA,2026-08-24 09:39:40 UTC,-118.832832336426,37.445499420166,2.04999995231628
us7000tcm5,4.6,"Bonin Islands, Japan region",Japan region,2026-08-24 09:10:38 UTC,142.5236,26.3857,10.0
nc75424037,2.69,"4 km W of Walker, CA",CA,2026-08-24 08:54:53 UTC,-119.522163391113,38.5188331604004,6.09000015258789
aka2026qssltt,2.5,"49 km NW of Rampart, Alaska",Alaska,2026-08-24 08:39:14 UTC,-150.835,65.852,6.5
aka2026qsrzue,3.1,"232 km ESE of Attu Station, Alaska",Alaska,2026-08-24 08:25:03 UTC,176.328,52.015,0.9
ci41534880,2.71,"10 km ENE of Coso Junction, CA",CA,2026-08-24 07:51:44 UTC,-117.8435,36.0666666666667,2.31
us6000tn2j,4.9,"10 km NNW of Cot, Costa Rica",Costa Rica,2026-08-24 07:37:17 UTC,-83.9132,9.9853,10.0
us6000tn2d,4.5,"104 km WNW of Houma, Tonga",Tonga,2026-08-24 05:40:47 UTC,-176.289,-20.9867,209.196
us6000tn29,4.5,"41 km ESE of Tinogasta, Argentina",Argentina,2026-08-24 05:04:04 UTC,-67.1543,-28.143,129.457
pr71529603,2.55,"13 km W of Rincón, Puerto Rico",Puerto Rico,2026-08-24 04:52:49 UTC,-67.376,18.3316666666667,13.07
aka2026qsjfaz,2.7,"191 km WSW of Adak, Alaska",Alaska,2026-08-24 04:01:35 UTC,-179.055,51.044,15.4
us6000tn25,4.8,"27 km WSW of Sarangani, Philippines",Philippines,2026-08-24 03:59:33 UTC,125.2291,5.3312,68.263
aka2026qsiroo,2.5,"54 km SSW of Atka, Alaska",Alaska,2026-08-24 03:46:03 UTC,-174.434,51.724,7.6
aka2026qsiljd,3.2,"233 km ESE of Attu Station, Alaska",Alaska,2026-08-24 03:38:52 UTC,176.313,51.981,1.3
us6000tn20,4.1,"104 km SW of Puerto Madero, Mexico",Mexico,2026-08-24 03:33:58 UTC,-93.2276,14.1906,10.0
us6000tn1z,4.9,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,2026-08-24 02:45:08 UTC,-14.921,-12.6363,10.0
us6000tn1x,4.4,"26 km SW of Sipí, Colombia",Colombia,2026-08-24 02:41:00 UTC,-76.8403,4.5166,77.675
us6000tn1v,4.7,"71 km N of Ruteng, Indonesia",Indonesia,2026-08-24 02:19:39 UTC,120.4679,-7.9644,10.0
aka2026qsfeey,3.2,"99 km SSE of Port Graham, Alaska",Alaska,2026-08-24 02:00:43 UTC,-151.04,58.552,23.8
pr71529588,3.39,"91 km NE of Punta Cana, Dominican Republic",Dominican Republic,2026-08-24 01:43:04 UTC,-67.7316666666667,19.0983333333333,40.02
aka2026qsebnq,2.5,"133 km SW of Adak, Alaska",Alaska,2026-08-24 01:27:27 UTC,-178.181,51.155,28.3
us6000tn1k,4.6,"43 km N of Ruteng, Indonesia",Indonesia,2026-08-24 01:12:59 UTC,120.4857,-8.2203,10.0
us6000tnd9,2.8,"218 km SE of Chiniak, Alaska",Alaska,2026-08-24 01:04:08 UTC,-150.0007,56.1021,10.0
us7000tclw,4.2,"101 km NNE of Ruteng, Indonesia",Indonesia,2026-08-24 00:55:06 UTC,120.7561,-7.7429,10.0
us7000tclv,4.1,"89 km N of Ruteng, Indonesia",Indonesia,2026-08-24 00:47:02 UTC,120.6003,-7.8111,10.0
us6000tnd8,2.9,"213 km SE of Chiniak, Alaska",Alaska,2026-08-24 00:41:07 UTC,-149.9644,56.1681,10.0
us6000tn1h,4.9,"7 km NNW of Bowangshan, China",China,2026-08-24 00:26:21 UTC,105.0358,28.3767,10.0
us6000tn1g,4.6,"68 km NNE of Labuan Bajo, Indonesia",Indonesia,2026-08-24 00:22:03 UTC,120.0824,-7.9116,10.0
us6000tnbb,2.6,"106 km SSW of Unalaska, Alaska",Alaska,2026-08-23 23:45:58 UTC,-166.9148,52.9404,35.0
us6000tna7,2.9,"Rat Islands, Aleutian Islands, Alaska",Alaska,2026-08-23 23:42:31 UTC,178.3258,50.7452,10.0
us6000tna5,2.7,"141 km WSW of Adak, Alaska",Alaska,2026-08-23 23:40:06 UTC,-178.6302,51.5891,94.934
us7000tclm,4.1,"97 km SSW of Singaparna, Indonesia",Indonesia,2026-08-23 23:29:41 UTC,107.771,-8.1635,58.265
us6000tn19,5.0,"231 km ESE of Attu Station, Alaska",Alaska,2026-08-23 23:20:34 UTC,176.4305,52.1915,8.129
us7000tclk,4.2,"81 km SW of Kastrí, Greece",Greece,2026-08-23 23:11:49 UTC,23.4335,34.3368,35.0
tx2026qphxaj,2.8,"17 km SE of Ackerly, Texas",Texas,2026-08-23 23:06:54 UTC,-101.607,32.4,6.3232
us7000tcll,4.3,"42 km NW of Ruteng, Indonesia",Indonesia,2026-08-23 23:05:29 UTC,120.249,-8.298,10.0
us6000tn15,4.2,"54 km WNW of San Antonio de los Cobres, Argentina",Argentina,2026-08-23 22:58:07 UTC,-66.8157,-24.0298,187.777
us6000tn14,4.7,"54 km NNE of Ruteng, Indonesia",Indonesia,2026-08-23 22:57:30 UTC,120.6249,-8.1459,10.0
pr71529563,2.6,"12 km S of Guánica, Puerto Rico",Puerto Rico,2026-08-23 22:08:58 UTC,-66.9196666666667,17.8563333333333,11.8
us7000tcli,4.3,Fiji region,Fiji region,2026-08-23 21:39:45 UTC,-179.0547,-21.6851,590.983
us6000tn0t,5.2,"126 km W of Lata, Solomon Islands",Solomon Islands,2026-08-23 21:32:20 UTC,164.6414,-10.7075,10.0
us6000tna1,3.2,"25 km WSW of Adak, Alaska",Alaska,2026-08-23 21:32:14 UTC,-176.9805,51.7992,80.217
us7000tclj,4.5,"5 km E of Labuan Bajo, Indonesia",Indonesia,2026-08-23 21:27:01 UTC,119.9371,-8.5046,10.0
us6000tn0s,5.2,"63 km NE of Ruteng, Indonesia",Indonesia,2026-08-23 21:20:15 UTC,120.8487,-8.1851,10.0
us6000tn0n,4.5,"23 km ESE of Coihueco, Chile",Chile,2026-08-23 20:38:14 UTC,-71.6087,-36.7356,102.487
us6000tn9p,2.6,"55 km SE of Adak, Alaska",Alaska,2026-08-23 20:35:11 UTC,-176.1322,51.4798,35.0
us6000tn9m,3.0,"237 km W of Adak, Alaska",Alaska,2026-08-23 20:13:43 UTC,179.9128,51.9931,178.781
us6000tn0j,4.4,"82 km W of Sungai Penuh, Indonesia",Indonesia,2026-08-23 19:56:47 UTC,100.6511,-2.0711,61.444
aka2026qrszer,2.5,"23 km WNW of Susitna, Alaska",Alaska,2026-08-23 19:55:04 UTC,-150.942,61.609,71.9
us6000tn0a,4.7,"61 km ESE of Mangili, Philippines",Philippines,2026-08-23 18:57:38 UTC,126.1936,5.7891,9.989
us6000tn01,2.7,"232 km W of Bandon, Oregon",Oregon,2026-08-23 18:26:39 UTC,-127.2419,43.4143,10.0
us6000tn8a,3.1,"107 km SSW of Nikolski, Alaska",Alaska,2026-08-23 18:17:24 UTC,-169.371,52.0214,10.0
us6000tmzy,4.5,"80 km W of El Aguilar, Argentina",Argentina,2026-08-23 17:56:30 UTC,-66.457,-23.1294,224.789
us6000tmzw,4.9,South Sandwich Islands region,South Sandwich Islands region,2026-08-23 17:23:29 UTC,-25.264,-58.7481,35.0
us6000tmzm,4.5,"4 km NNW of Honchō, Japan",Japan,2026-08-23 16:36:15 UTC,142.8974,42.1645,60.411
us6000tmzi,2.7,"77 km SE of Akutan, Alaska",Alaska,2026-08-23 15:08:27 UTC,-164.8067,53.7362,35.0
aka2026qrirzq,3.3,"Rat Islands, Aleutian Islands, Alaska",Alaska,2026-08-23 14:47:48 UTC,177.36,51.735,80.3
us6000tn83,3.5,"236 km ESE of Attu Station, Alaska",Alaska,2026-08-23 14:46:42 UTC,176.2953,51.9075,67.185
us6000tmzd,4.7,"78 km S of Panguna, Papua New Guinea",Papua New Guinea,2026-08-23 14:05:58 UTC,155.382,-7.0152,10.0
aka2026qrhenk,2.7,"137 km SW of Nikolski, Alaska",Alaska,2026-08-23 14:01:23 UTC,-170.421,52.146,20.7
us6000tmz6,6.0,"32 km SSW of Honchō, Japan",Japan,2026-08-23 13:44:53 UTC,142.802,41.8495,41.0
aka2026qrgjis,2.5,"48 km SSW of Nanwalek, Alaska",Alaska,2026-08-23 13:37:34 UTC,-152.16,58.936,64.5
aka2026qrevbe,3.1,"44 km N of Petersville, Alaska",Alaska,2026-08-23 12:50:29 UTC,-150.805,62.898,101.1
hv75022847,3.17,"18 km N of Pāhala, Hawaii",Hawaii,2026-08-23 12:25:17 UTC,-155.497,19.3665,7.82
aka2026qrdoey,2.6,"66 km S of King Cove, Alaska",Alaska,2026-08-23 12:12:35 UTC,-162.169,54.468,10.7
aka2026qrdhim,2.7,"44 km NE of Fox River, Alaska",Alaska,2026-08-23 12:04:41 UTC,-150.346,60.108,38.2
us6000tmyk,5.3,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,2026-08-23 11:22:41 UTC,-14.8524,-12.8299,10.0
us6000tmyf,4.3,"60 km NNW of Lae, Papua New Guinea",Papua New Guinea,2026-08-23 10:44:51 UTC,146.8216,-6.2034,103.003
us6000tmy7,4.1,"52 km N of Beauséjour, Guadeloupe",Guadeloupe,2026-08-23 10:16:38 UTC,-61.0799,16.7766,40.589
us6000tmy3,4.6,"52 km NNW of Barishal, Pakistan",Pakistan,2026-08-23 10:04:42 UTC,74.4767,36.7596,45.456
nc75423527,2.75,"10 km N of Lake Pillsbury, CA",CA,2026-08-23 09:37:08 UTC,-122.946502685547,39.4966659545898,10.8999996185303
ci41533752,3.5077201994852,"10 km ENE of Coso Junction, CA",CA,2026-08-23 09:16:58 UTC,-117.841833333333,36.0655,2.78
pr71529488,3.09,"43 km NW of San Antonio, Puerto Rico",Puerto Rico,2026-08-23 08:57:13 UTC,-67.3723333333333,18.7888333333333,4.98
ci41533512,2.65,"10 km E of Coso Junction, CA",CA,2026-08-23 08:15:17 UTC,-117.8375,36.0611666666667,2.63
us6000tmxn,5.2,"124 km ESE of Kirakira, Solomon Islands",Solomon Islands,2026-08-23 08:12:38 UTC,162.9618,-10.9015,120.328
ci41533424,3.36,"10 km ENE of Coso Junction, CA",CA,2026-08-23 08:01:15 UTC,-117.839333333333,36.0658333333333,2.55
ci41533416,3.96264786337985,"10 km ENE of Coso Junction, CA",CA,2026-08-23 07:59:55 UTC,-117.838666666667,36.0671666666667,2.83
us6000tn78,2.8,"52 km S of Atka, Alaska",Alaska,2026-08-23 07:56:31 UTC,-174.3301,51.728,51.72
us6000tn08,4.0,"263 km ESE of Attu Station, Alaska",Alaska,2026-08-23 07:51:04 UTC,176.5608,51.6929,34.167
aka2026qqunxm,3.8,"34 km W of Aleneva, Alaska",Alaska,2026-08-23 07:42:22 UTC,-153.49,58.056,64.8
pr71529478,3.41,"120 km NNE of Vieques, Puerto Rico",Puerto Rico,2026-08-23 07:21:55 UTC,-65.3983333333333,19.4295,45.63
us6000tn77,2.5,"28 km S of Unalaska, Alaska",Alaska,2026-08-23 06:28:26 UTC,-166.557,53.6172,85.224
us6000tmx1,2.5,"117 km N of Yakutat, Alaska",Alaska,2026-08-23 06:03:52 UTC,-139.8795,60.6012,5.0
us6000tmx3,4.0,"62 km NNE of Boca de Uchire, Venezuela",Venezuela,2026-08-23 05:47:50 UTC,-65.2296,10.6621,10.0
us6000tmww,4.3,"272 km E of Levuka, Fiji",Fiji,2026-08-23 05:39:21 UTC,-178.1271,-18.3622,572.73
us7000tckz,4.2,"118 km NE of Palu, Indonesia",Indonesia,2026-08-23 05:11:42 UTC,120.4985,-0.0426,105.862
aka2026qqpiix,3.4,"21 km NE of Sterling, Alaska",Alaska,2026-08-23 05:06:04 UTC,-150.52,60.691,48.5
aka2026qqpfaq,3.3,"13 km ENE of Susitna, Alaska",Alaska,2026-08-23 05:02:35 UTC,-150.271,61.569,61.8
aka2026qqocjo,2.5,"44 km W of Salamatof, Alaska",Alaska,2026-08-23 04:29:14 UTC,-152.135,60.663,96.5
us6000tmwk,4.6,"26 km E of Letpandan, Burma (Myanmar)",Burma (Myanmar),2026-08-23 03:44:57 UTC,96.0025,17.7854,10.0
aka2026qqksvt,2.5,"162 km SSW of Atka, Alaska",Alaska,2026-08-23 02:48:15 UTC,-174.98,50.821,5.3
aka2026qqjxri,3.1,"48 km ENE of Stony River, Alaska",Alaska,2026-08-23 02:23:47 UTC,-155.752,61.967,2.3
aka2026qqjesw,2.6,"112 km SSE of False Pass, Alaska",Alaska,2026-08-23 02:02:03 UTC,-162.997,53.875,10.2
aka2026qqizeb,2.7,"270 km SW of Adak, Alaska",Alaska,2026-08-23 01:55:12 UTC,-179.399,50.182,5.0
pr71529443,3.32,"82 km NW of San Antonio, Puerto Rico",Puerto Rico,2026-08-23 01:33:32 UTC,-67.6825,18.9918333333333,19.92
aka2026qqgwoh,2.6,"71 km SSE of Adak, Alaska",Alaska,2026-08-23 00:52:38 UTC,-176.091,51.324,26.3
nc75423267,2.82,"4 km NW of Parkfield, CA",CA,2026-08-23 00:47:53 UTC,-120.471832275391,35.920166015625,4.30000019073486
us6000tmw4,4.4,"90 km ESE of Tomioka, Japan",Japan,2026-08-23 00:32:24 UTC,141.9148,36.9495,24.086
aka2026qqcbwo,3.4,"87 km S of Sand Point, Alaska",Alaska,2026-08-22 22:28:44 UTC,-160.265,54.564,3.6
us6000tmuw,4.4,"17 km W of Ashkāsham, Afghanistan",Afghanistan,2026-08-22 22:14:43 UTC,71.3423,36.7096,175.8
us6000tmut,4.5,"62 km NNE of Ruteng, Indonesia",Indonesia,2026-08-22 22:01:02 UTC,120.741,-8.1213,10.0
us6000tmuq,4.5,"117 km SW of Puerto Madero, Mexico",Mexico,2026-08-22 21:53:41 UTC,-93.3288,14.1261,10.0
pr71529418,2.55,"11 km SSE of Maria Antonia, Puerto Rico",Puerto Rico,2026-08-22 21:40:39 UTC,-66.8456666666667,17.881,10.24
aka2026qqagal,2.6,"60 km NNE of Kobuk, Alaska",Alaska,2026-08-22 21:33:33 UTC,-156.605,67.436,2.0
aka2026qpzhrv,2.6,"93 km SSE of Sand Point, Alaska",Alaska,2026-08-22 21:05:22 UTC,-159.917,54.57,5.8
us6000tmwh,3.7,"236 km ESE of Attu Station, Alaska",Alaska,2026-08-22 21:04:16 UTC,176.3905,52.0166,10.0
us6000tn8x,3.2,"142 km S of Sand Point, Alaska",Alaska,2026-08-22 20:03:46 UTC,-160.1253,54.0755,10.0
us6000tmtu,4.9,"78 km S of Gorontalo, Indonesia",Indonesia,2026-08-22 19:54:07 UTC,123.0095,-0.1709,116.29
us6000tmwj,4.0,"232 km ESE of Attu Station, Alaska",Alaska,2026-08-22 19:19:42 UTC,176.3258,52.0104,10.0
us6000tmwg,3.4,"233 km ESE of Attu Station, Alaska",Alaska,2026-08-22 18:55:56 UTC,176.3508,52.0372,10.0
us6000tmtm,4.6,"32 km NNE of Calama, Chile",Chile,2026-08-22 18:46:27 UTC,-68.793,-22.1927,105.494
us6000tmtp,4.4,"50 km NW of Amagi, Japan",Japan,2026-08-22 18:44:57 UTC,128.6145,28.1901,90.805
us6000tn8n,2.9,"237 km ESE of Attu Station, Alaska",Alaska,2026-08-22 18:42:18 UTC,176.2658,51.8398,10.0
aka2026qpttof,3.0,"44 km ESE of Perryville, Alaska",Alaska,2026-08-22 18:19:18 UTC,-158.471,55.798,54.4
us6000tn8i,3.0,"230 km ESE of Attu Station, Alaska",Alaska,2026-08-22 18:15:47 UTC,176.3409,52.0822,10.0
us6000tmte,4.5,"122 km SSW of Sungai Penuh, Indonesia",Indonesia,2026-08-22 17:40:08 UTC,100.8738,-3.0302,43.194
aka2026qpretv,2.6,"Rat Islands, Aleutian Islands, Alaska",Alaska,2026-08-22 17:02:10 UTC,177.116,51.616,100.4
us6000tmta,5.8,"4 km N of Toride, Japan",Japan,2026-08-22 17:00:39 UTC,140.0778,35.9375,61.0
us6000tmt8,4.6,"80 km N of Ruteng, Indonesia",Indonesia,2026-08-22 16:42:56 UTC,120.5992,-7.8936,10.0
us6000tmt7,4.7,"170 km SW of Sungai Penuh, Indonesia",Indonesia,2026-08-22 16:33:04 UTC,100.4875,-3.2971,26.342
us6000tn7s,3.0,"230 km ESE of Attu Station, Alaska",Alaska,2026-08-22 14:34:51 UTC,176.3302,52.064,82.774
us6000tmsn,2.6,"195 km WSW of Pistol River, Oregon",Oregon,2026-08-22 13:00:47 UTC,-126.6956,41.8838,18.142
us6000tn7j,2.7,"120 km SW of Adak, Alaska",Alaska,2026-08-22 11:39:55 UTC,-178.0614,51.2533,43.821
us6000tms8,4.0,"8 km SSE of San Mateo, New Mexico",New Mexico,2026-08-22 10:19:13 UTC,-107.5958,35.2655,10.0
aka2026qpdfbj,2.5,"2 km SE of Adak, Alaska",Alaska,2026-08-22 10:02:45 UTC,-176.614,51.859,10.3
pr71529353,3.41,"116 km N of Charlotte Amalie, U.S. Virgin Islands",U.S. Virgin Islands,2026-08-22 09:06:50 UTC,-64.8276666666667,19.3886666666667,14.77
pr71529348,3.27,"42 km S of Boca de Yuma, Dominican Republic",Dominican Republic,2026-08-22 08:59:30 UTC,-68.5321666666667,18.004,66.43
us6000tmrx,4.8,"83 km NNE of Ruteng, Indonesia",Indonesia,2026-08-22 08:29:00 UTC,120.6999,-7.8939,10.0
us6000tmrw,6.2,Scotia Sea,Scotia Sea,2026-08-22 08:22:37 UTC,-47.6047,-60.3789,10.0
aka2026qozpem,3.1,"93 km SE of King Cove, Alaska",Alaska,2026-08-22 08:14:30 UTC,-161.354,54.43,7.3
nn00923683,2.65,"20 km ESE of Silver Springs, Nevada",Nevada,2026-08-22 07:51:44 UTC,-118.9978,39.3471,6.6455
us6000tmrq,4.6,"76 km SSW of San Jose Village, Northern Mariana Islands",Northern Mariana Islands,2026-08-22 07:43:51 UTC,145.3295,14.337,115.924
aka2026qoynpe,3.9,"1 km WSW of Hope, Alaska",Alaska,2026-08-22 07:42:40 UTC,-149.666,60.911,31.3
us6000tmrn,5.7,Scotia Sea,Scotia Sea,2026-08-22 07:40:12 UTC,-47.2591,-60.2649,10.0
us6000tmri,4.9,northern Mid-Atlantic Ridge,northern Mid-Atlantic Ridge,2026-08-22 07:21:25 UTC,-44.6327,12.5208,10.0
aka2026qoxams,2.6,"99 km SSW of Nikolski, Alaska",Alaska,2026-08-22 06:57:35 UTC,-169.674,52.192,14.0
us6000tmrf,5.0,"45 km SE of Lukatan, Philippines",Philippines,2026-08-22 06:43:39 UTC,126.7362,6.7397,107.802
pr71529313,3.21,"62 km NW of San Antonio, Puerto Rico",Puerto Rico,2026-08-22 06:22:40 UTC,-67.5663333333333,18.8396666666667,17.23
pr2026234001,3.7,"83 km NE of Punta Cana, Dominican Republic",Dominican Republic,2026-08-22 05:50:31 UTC,-67.7711,19.039,71.0
us6000tmra,4.9,"167 km SE of San Jose Village, Northern Mariana Islands",Northern Mariana Islands,2026-08-22 05:47:07 UTC,146.7194,13.8954,10.0
us6000tmr7,4.7,"71 km NNW of Ende, Indonesia",Indonesia,2026-08-22 05:45:11 UTC,121.4575,-8.2301,10.0
aka2026qotnql,3.2,"235 km ESE of Attu Station, Alaska",Alaska,2026-08-22 05:12:47 UTC,176.346,51.992,26.3
aka2026qotkvo,2.7,"104 km S of False Pass, Alaska",Alaska,2026-08-22 05:09:37 UTC,-163.204,53.924,18.7
